128166372003061629 0 1 7014609920 24576 41286
128166372016382155 0 0 1317441536 8192 1963
128166372026382245 0 0 2436440064 4096 1835
128166372036348580 0 0 3196526592 57344 35436
128166372036379390 0 0 3154132992 4096z 4626
128166372036382264 0 0 3154124800 4096 1752
128166372053100669 0 0 7609925632 10240 2053
128166372053101032 0 0 15282630656 16384 1691
128166372053101054 0 0 7612473344 16384 1668
128166372053101076 0 0 15282630656 16384 1647
128166372053101086 0 0 7612456960 16384 1637
128166372053101168 0 0 7471816704 512 1554
128166372053101274 0 0 3299819520 4096 1448
128166372053101337 0 0 3154132992 4096 1386
128166372053101414 0 0 3154137088 4096 1309
128166372053101494 0 0 1278550016 4096 1229
128166372053101496 0 0 3221348352 4096 1227
128166372053101545 0 0 15282630656 4096 1177
128166372053101573 0 0 7471822848 4096 1149
128166372053101588 0 0 3154132992 4096 1134
128166372053101594 0 0 7471818752 4096 1129
128166372053101605 0 0 1278550016 4096 1118
128166372053101605 0 0 3227922432 4096 1118
128166372053101605 0 0 7471826944 2048 1117
128166372053101613 0 0 3221348352 4096 1110
128166372053101616 0 0 1278550016 4096 1106
128166372053101620 0 0 3154137088 4096 1102
128166372053101678 0 0 7471817216 1536 1044
128166372053101736 0 0 7471816704 512 987
128166372066382109 0 0 3154137088 4096 1817
128166372066382763 0 0 1278550016 4096 1163
128166372086382016 0 0 3221245952 4096 1845
128166372092163363 0 0 1696583680 4096 1737
128166372092163934 0 0 1696583680 4608 1167
128166372092163985 0 0 3154132992 4096 1116
128166372092163992 0 0 3154137088 4096 1109
128166372092164044 0 0 130662400 1536 1056
128166372092788439 0 0 4384391168 1536 1658
128166372092788964 0 0 3154132992 4096 1133
128166372092788977 0 0 3154137088 4096 1120
128166372092789028 0 0 2191953920 1536 1069
128166372092789055 0 0 4384391168 2048 1042
128166372092944701 0 0 130662400 1536 1644
128166372096381264 0 0 13226618880 4608 2560
128166372096381957 0 0 13313855488 4096 1867
128166372107788282 0 0 2191953920 1536 1718
128166372116381837 0 0 14068207616 8192 1897
128166372116382396 0 0 17827762176 8192 1338
128166372120443310 0 0 7818829824 4096 2923
128166372120443549 0 0 7818829824 4096 2685
128166372120443818 0 0 13200961536 16384 2416
128166372120443954 0 0 7818776576 4096 2279
128166372120444239 0 0 7818776576 4096 1994
128166372120444290 0 0 17827762176 8192 1944
128166372120444442 0 0 13200961536 16384 1792
128166372120444528 0 0 1705521152 16384 1705
128166372120444541 0 0 1705521152 16384 1692
128166372120444570 0 0 7852126208 4096 1663
128166372120444598 0 0 596987904 8192 1635
128166372120444654 0 0 3154137088 4096 1580
128166372120444809 0 0 2129981440 8192 1424
128166372120444854 0 0 7852126208 4096 1379
128166372120444881 0 0 2129981440 8192 1353
128166372120444882 0 0 596987904 8192 1352
128166372120444900 0 0 17827762176 8192 1334
128166372120444927 0 0 3154132992 4096 1306
128166372120444944 0 0 3154137088 4096 1289
128166372120444979 0 0 3196583936 4096 1254
128166372120445038 0 0 3154132992 4096 1196
128166372126381952 0 0 7774507008 1536 1743
128166372136380479 0 0 3196588032 53248 3190
128166372136381859 0 0 1317445632 4096 1811
128166372136382444 0 0 3154132992 4096 1226
128166372136382496 0 0 3154128896 4096 1174
128166372146381764 0 0 3229667328 4096 1868
128166372146382260 0 0 3225837568 8192 1372
128166372146382319 0 0 6216929280 8192 1313
128166372146382402 0 0 3221536768 4096 1229
128166372146382421 0 0 3243233280 4096 1210
128166372146382426 0 0 3252572160 4096 1206
128166372146382436 0 0 3228045312 4096 1196
128166372146382444 0 0 3276070912 4096 1187
128166372146382457 0 0 3221348352 4096 1174
128166372146382463 0 0 3276083200 4096 1168
128166372146382466 0 0 3302887424 4096 1166
128166372146382466 0 0 3154137088 4096 1166
